name_of_interviewer,district,age,gender,caste_ethnicity,occupation,any_health_problem,are_main_problems_addressed,biggest_prob,satisfied_with_gov,top_thing_gov,information_about_gov_support,a_Top_need_info,Satisfied_with_NGOs,a_Top_need_NGOs,is_support_fair,a_Top_reason_not_fair,prepared_for_winter,have_been_heard,relief_effort_progress,a_Top_problem_women,id,submission_time,index,Dage_1,Dage_2,Dage_3,Dage_4,Dage_5,Dage_6,Dgender_1,Dgender_2,age_15_40,age_40_and_above,age_not_avail,Doccupation_1,Doccupation_2,Doccupation_3,Doccupation_4,Doccupation_5,farmer_laborer,not_farmer_laborer,Dcaste_ethnicity_1,Dcaste_ethnicity_2,Dcaste_ethnicity_3,Dcaste_ethnicity_4,Dcaste_ethnicity_5,Dcaste_ethnicity_6,Dcaste_ethnicity_7,Dcaste_ethnicity_8,Dcaste_ethnicity_9,caste_Brah_Chhe,caste_New_Gur_Tam,caste_Janjati,caste_Dal_Mus_Other,Dany_health_problem_1,Dany_health_problem_2,Dany_health_problem_3,Dare_main_problems_addressed_1,Dare_main_problems_addressed_2,Dare_main_problems_addressed_3,Dare_main_problems_addressed_4,Dare_main_problems_addressed_5,Dare_main_problems_addressed_6,Dare_main_problems_addressed_7
"Bidur Acharya","Sindhupalchowk","25_39","male","Chhetri","other","no_difficulty","1___not_at_all","livelihoods","2___very_little","building_mater","2___very_little","how_to_get_shelter_materials","4___mostly_yes",NA,"5___completely_yes",NA,"1___not_at_all","2___not_very_m","5___completely_yes",NA,723405,"2015-09-29T07:16:03",266,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Dev Bahadur B.K","Rasuwa","25_39","male","Gurung","farmer_laborer","no_difficulty","5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"4___mostly_yes","4___mostly_yes","5___completely_yes",NA,723406,"2015-09-29T07:16:21",267,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"Prakash Magarati","Sindhuli","55_greater","female","Chhetri","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","5___completely_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"5___completely_yes","4___mostly_yes","1___not_at_all","financial_support",723414,"2015-09-29T07:17:04",268,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"umesh thapa","Bhaktapur","55_greater","male","Newar","farmer_laborer","yes__some_diff","4___mostly_yes",NA,"2___very_little","building_mater","2___very_little","how_to_register_for_access_sup","4___mostly_yes",NA,"5___completely_yes",NA,"1___not_at_all","2___not_very_m","1___not_at_all",NA,723420,"2015-09-29T07:17:42",269,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"Ram Sharan Adhikari","Dhading","40_54","female","Newar","farmer_laborer","yes__some_diff","2___very_little","long_term_shelter__housing","2___very_little","building_mater","2___very_little","news_about_government_decision","4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes","2___not_very_m","4___mostly_yes","long_term_shelter__housing",723421,"2015-09-29T07:17:43",270,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"Bidur Acharya","Sindhupalchowk","40_54","male","Tamang","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","cash_for_work","2___very_little","how_to_get_shelter_materials","4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","2___not_very_m","4___mostly_yes",NA,723423,"2015-09-29T07:17:52",272,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Dev Bahadur B.K","Rasuwa","40_54","male","Gurung","farmer_laborer","cannot_do_at_a","5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes","5___completely","5___completely_yes",NA,723425,"2015-09-29T07:18:08",274,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"sarita sapkota","Kavrepalanchok","40_54","female","Brahmin","farmer_laborer","yes__some_diff","2___very_little","seeds_and_fertilizers","2___very_little","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","first_come__fi","1___not_at_all","1___not_at_all","2___very_little","healthcare",723426,"2015-09-29T07:18:31",275,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"Bidur Acharya","Sindhupalchowk","25_39","male","Chhetri","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","cash_for_work","2___very_little","how_to_get_shelter_materials","4___mostly_yes",NA,"4___mostly_yes",NA,"1___not_at_all","2___not_very_m","4___mostly_yes",NA,723430,"2015-09-29T07:19:47",277,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Dev Bahadur B.k","Rasuwa","25_39","male","Gurung","farmer_laborer","no_difficulty","5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes","5___completely","5___completely_yes",NA,723431,"2015-09-29T07:19:56",278,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"Bhimraj Gurung","Gorkha","40_54","male","Gurung","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","3___neutral","building_mater","3___neutral","how_to_get_shelter_materials","2___very_little","building_mater","5___completely_yes",NA,"1___not_at_all","1___not_at_all","2___very_little",NA,723432,"2015-09-29T07:20:05",279,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Prakash Magarati","Sindhuli","40_54","female","Chhetri","farmer_laborer","yes__some_diff","2___very_little","long_term_shelter__housing","5___completely_yes",NA,"4___mostly_yes",NA,"2___very_little","building_mater","5___completely_yes",NA,"2___very_little","3___neutral","1___not_at_all","long_term_shelter__housing",723433,"2015-09-29T07:20:26",280,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"umesh thapa","Bhaktapur","55_greater","male","Newar","farmer_laborer","no_difficulty","4___mostly_yes",NA,"2___very_little","building_mater","2___very_little","how_to_register_for_access_sup","2___very_little","building_mater","1___not_at_all","first_come__fi","1___not_at_all","2___not_very_m","1___not_at_all",NA,723434,"2015-09-29T07:20:32",281,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"sarita sapkota","Kavrepalanchok","55_greater","female","Brahmin","farmer_laborer","yes__some_diff","1___not_at_all","clean_water","2___very_little","building_mater","1___not_at_all","news_about_government_decision","2___very_little","building_mater","4___mostly_yes",NA,"1___not_at_all","2___not_very_m","2___very_little","toilets_sanitation",723435,"2015-09-29T07:21:05",282,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Bidur Acharya","Sindhupalchowk","25_39","female","Tamang","other","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","cash_for_work","2___very_little","how_to_get_shelter_materials","4___mostly_yes",NA,"4___mostly_yes",NA,"1___not_at_all","2___not_very_m","4___mostly_yes","long_term_shelter__housing",723438,"2015-09-29T07:21:31",283,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Dev Bahadur B.k","Rasuwa","25_39","male","Gurung","farmer_laborer","no_difficulty","5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes","5___completely","5___completely_yes",NA,723439,"2015-09-29T07:21:36",284,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"Bishal Adhikari","Gorkha","25_39","female","Janajati","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","4___mostly_yes",NA,"4___mostly_yes",NA,"3___neutral","cash_for_work","5___completely_yes",NA,"1___not_at_all","3___neutral","4___mostly_yes","long_term_shelter__housing",723440,"2015-09-29T07:21:43",285,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Bidur Acharya","Sindhupalchowk","40_54","female","Chhetri","other","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","other","1___not_at_all","how_to_register_for_access_sup","4___mostly_yes",NA,"3___neutral","joint_families","2___very_little","2___not_very_m","4___mostly_yes","long_term_shelter__housing",723441,"2015-09-29T07:21:46",286,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Sarita Dahal","Makwanpur","40_54","female","Janajati","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","building_mater","2___very_little","how_to_get_shelter_materials","1___not_at_all","building_mater","don_t_know",NA,"1___not_at_all","1___not_at_all","1___not_at_all","healthcare",723442,"2015-09-29T07:21:49",287,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Ram Sharan Adhikari","Dhading","25_39","female","Janajati","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","cash_for_work","5___completely_yes",NA,"2___very_little","cash_for_work","5___completely_yes",NA,"4___mostly_yes","2___not_very_m","4___mostly_yes","long_term_shelter__housing",723443,"2015-09-29T07:21:52",288,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Dev Bahadur B.K","Rasuwa","40_54","male","Chhetri","farmer_laborer","no_difficulty","5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes","5___completely","5___completely_yes",NA,723444,"2015-09-29T07:23:10",289,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"sarita sapkota","Kavrepalanchok","40_54","female","Chhetri","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","cash_for_work","1___not_at_all","news_about_government_decision","4___mostly_yes",NA,"4___mostly_yes",NA,"1___not_at_all","1___not_at_all","2___very_little","financial_support",723445,"2015-09-29T07:23:23",290,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Bidur Acharya","Sindhupalchowk","25_39","male","Brahmin","other","no_difficulty","2___very_little","long_term_shelter__housing","1___not_at_all","other","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","2___not_very_m","4___mostly_yes",NA,723448,"2015-09-29T07:24:00",291,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Sarita Dahal","Makwanpur","15_24","female","Tamang","other","no_difficulty","5___completely_yes",NA,"don_t_know",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"3___neutral","other","2___very_little","2___not_very_m","2___very_little","gender_based_v",723449,"2015-09-29T07:24:08",292,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"Dev Bahdaur B.K","Rasuwa","40_54","male","Gurung","farmer_laborer","no_difficulty","5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes","5___completely","5___completely_yes",NA,723450,"2015-09-29T07:24:42",293,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"Ram Sharan Adhikari","Dhading","40_54","male","Dalit","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","building_mater","2___very_little","news_about_government_decision","4___mostly_yes",NA,"don_t_know",NA,"4___mostly_yes","2___not_very_m","4___mostly_yes",NA,723451,"2015-09-29T07:24:49",294,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"Bhimraj Gurung","Gorkha","15_24","female","Gurung","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","3___neutral","building_mater","3___neutral","how_to_get_shelter_materials","1___not_at_all","cash_for_work","4___mostly_yes",NA,"2___very_little","3___neutral","1___not_at_all","maternal_neona",723452,"2015-09-29T07:24:56",295,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"sarita sapkota","Kavrepalanchok","55_greater","male","Brahmin","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","2___very_little","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","2___very_little","based_on_caste","1___not_at_all","1___not_at_all","2___very_little",NA,723453,"2015-09-29T07:25:45",296,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Sarita Dahal","Makwanpur","25_39","male","Tamang","other","no_difficulty","5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"don_t_know",NA,"2___very_little","2___not_very_m","2___very_little",NA,723454,"2015-09-29T07:25:45",297,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"Prakash Magarati","Sindhuli","55_greater","female","other","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","3___neutral","cash_for_work","4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"1___not_at_all","1___not_at_all","1___not_at_all","short_term_shelter__tent_shelt",723455,"2015-09-29T07:26:05",298,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"Bishal Adhikari","Gorkha","40_54","male","Janajati","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","3___neutral","cash_for_work","3___neutral","how_to_register_for_access_sup","3___neutral","cash_for_work","4___mostly_yes",NA,"3___neutral","3___neutral","4___mostly_yes",NA,723456,"2015-09-29T07:26:26",299,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"Goma Khatri","Sindhupalchowk","40_54","female","Dalit","farmer_laborer","no_difficulty","4___mostly_yes",NA,"1___not_at_all","other","4___mostly_yes",NA,"1___not_at_all","building_mater","1___not_at_all","based_on_dista","don_t_know","4___mostly_yes","1___not_at_all","long_term_shelter__housing",723457,"2015-09-29T07:26:50",300,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"Bidur Acharya","Sindhupalchowk","40_54","female","Dalit","other","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","building_mater","1___not_at_all","how_to_register_for_access_sup","4___mostly_yes",NA,"don_t_know",NA,"1___not_at_all","2___not_very_m","don_t_know","long_term_shelter__housing",723458,"2015-09-29T07:27:18",301,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"umesh thapa","Bhaktapur","15_24","female","Newar","other","no_difficulty","4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","first_come__fi","2___very_little","2___not_very_m","1___not_at_all",NA,723459,"2015-09-29T07:27:25",302,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"sarita sapkota","Kavrepalanchok","55_greater","male","Chhetri","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","2___very_little","based_on_polit","1___not_at_all","1___not_at_all","2___very_little",NA,723460,"2015-09-29T07:28:15",303,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Bidur Acharya","Sindhupalchowk","25_39","female","Brahmin","other","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","cash_for_work","2___very_little","how_to_get_shelter_materials","4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","2___not_very_m","4___mostly_yes",NA,723462,"2015-09-29T07:29:09",304,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Sarita Dahal","Makwanpur","40_54","male","Janajati","farmer_laborer","no_difficulty","2___very_little","other","2___very_little","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","based_on_dista","1___not_at_all","1___not_at_all","1___not_at_all",NA,723463,"2015-09-29T07:29:17",305,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"Ram Sharan Adhikari","Dhading","25_39","female","Brahmin","ngo_worker_bus","yes__some_diff","1___not_at_all","financial_support","1___not_at_all","building_mater","1___not_at_all","finding_missing_people","1___not_at_all","building_mater","5___completely_yes",NA,"5___completely_yes","1___not_at_all","1___not_at_all","other",723464,"2015-09-29T07:29:29",306,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"umesh thapa","Bhaktapur","25_39","male","Newar","ngo_worker_bus","no_difficulty","4___mostly_yes",NA,"2___very_little","housing_inspec","4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","first_come__fi","2___very_little","2___not_very_m","1___not_at_all",NA,723465,"2015-09-29T07:29:57",307,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"Goma Khatri","Sindhupalchowk","55_greater","male","Chhetri","farmer_laborer","no_difficulty","5___completely_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"1___not_at_all","1___not_at_all","2___very_little",NA,723466,"2015-09-29T07:30:52",308,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Bishal Adhikari","Gorkha","55_greater","male","Janajati","other","yes__some_diff","1___not_at_all","long_term_shelter__housing","3___neutral","cash_for_work","4___mostly_yes",NA,"4___mostly_yes",NA,"1___not_at_all","based_on_dista","1___not_at_all","3___neutral","4___mostly_yes",NA,723467,"2015-09-29T07:31:05",309,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Sarita Dahal","Makwanpur","25_39","male","Tamang","farmer_laborer","no_difficulty","1___not_at_all","financial_support","1___not_at_all","building_mater","2___very_little","how_to_get_shelter_materials","2___very_little","cash_for_work","1___not_at_all","based_on_dista","1___not_at_all","1___not_at_all","1___not_at_all",NA,723469,"2015-09-29T07:31:19",310,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Bidur Acharya","Sindhupalchowk","25_39","male","Brahmin","government_ser","no_difficulty","2___very_little","long_term_shelter__housing","1___not_at_all","other","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","2___not_very_m","4___mostly_yes",NA,723470,"2015-09-29T07:31:31",311,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Ram Sharan Adhikari","Dhading","40_54","male","Newar","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","1___not_at_all","building_mater","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes","4___mostly_yes","4___mostly_yes",NA,723472,"2015-09-29T07:32:04",312,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Bhimraj Gurung","Gorkha","40_54","male","Gurung","government_ser","no_difficulty","1___not_at_all","long_term_shelter__housing","3___neutral","cash_for_work","4___mostly_yes",NA,"3___neutral","building_mater","3___neutral","based_on_dista","3___neutral","1___not_at_all","4___mostly_yes",NA,723473,"2015-09-29T07:32:11",313,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"sarita sapkota","Kavrepalanchok","25_39","male","Chhetri","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","2___very_little","building_mater","2___very_little","news_about_government_decision","1___not_at_all","building_mater","2___very_little","based_on_caste","1___not_at_all","2___not_very_m","1___not_at_all",NA,723474,"2015-09-29T07:32:35",314,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Subash Krishna Koirala","Sindhuli","15_24","female","Chhetri","other","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","housing_inspec","4___mostly_yes",NA,"2___very_little","food_aid","4___mostly_yes",NA,"5___completely_yes","2___not_very_m","2___very_little","clean_water",723475,"2015-09-29T07:32:43",315,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"umesh thapa","Bhaktapur","55_greater","male","Brahmin","farmer_laborer","yes__some_diff","4___mostly_yes",NA,"2___very_little","building_mater","3___neutral","how_to_register_for_access_sup","1___not_at_all","building_mater","4___mostly_yes",NA,"3___neutral","1___not_at_all","3___neutral",NA,723476,"2015-09-29T07:32:58",316,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"Dev Bahadur B.K","Rasuwa","25_39","male","Gurung","farmer_laborer","no_difficulty","5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes","5___completely","5___completely_yes",NA,723477,"2015-09-29T07:33:10",317,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"Bidur Acharya","Sindhupalchowk","25_39","male","Brahmin","other","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","building_mater","2___very_little","how_to_get_shelter_materials","4___mostly_yes",NA,"4___mostly_yes",NA,"1___not_at_all","2___not_very_m","4___mostly_yes",NA,723478,"2015-09-29T07:33:12",318,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Sarita Dahal","Makwanpur","25_39","male","Tamang","farmer_laborer","no_difficulty","1___not_at_all","short_term_she","2___very_little","cash_for_work","1___not_at_all","how_to_get_shelter_materials","1___not_at_all","other","1___not_at_all","based_on_polit","1___not_at_all","1___not_at_all","1___not_at_all",NA,723479,"2015-09-29T07:33:38",319,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Nabaraj Shrestha","Ramechhap","55_greater","male","Chhetri","farmer_laborer","yes__some_diff","1___not_at_all","financial_support","5___completely_yes",NA,"1___not_at_all","how_to_get_shelter_materials","5___completely_yes",NA,"5___completely_yes",NA,"1___not_at_all","1___not_at_all","5___completely_yes",NA,723480,"2015-09-29T07:33:59",320,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"sarita sapkota","Kavrepalanchok","40_54","female","Chhetri","farmer_laborer","yes__some_diff","2___very_little","long_term_shelter__housing","2___very_little","building_mater","4___mostly_yes",NA,"4___mostly_yes",NA,"1___not_at_all","first_come__fi","1___not_at_all","1___not_at_all","2___very_little","long_term_shelter__housing",723481,"2015-09-29T07:34:27",321,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
